Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade,AtRisk
S15820,19,25.8,7.45,78.93,68.36,80.94,9.2,50235.26,19.96,23.8,3.4,1.66,Female,Visual,Yes,Yes,True,Low,High_School_Diploma,Excellent,85.41,B,No
S15821,18,27.1,10.21,61.07,61.37,68.83,7.3,43303.43,16.42,82.3,10.9,4.41,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,77.27,C+,Yes
S15822,23,26.8,10.0,71.46,70.62,79.44,6.4,93226.49,14.88,100.2,20.2,3.87,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,81.09,B-,Yes
S15823,28,11.2,8.12,76.53,68.74,81.84,5.9,128202.59,14.5,114.7,17.6,3.64,Male,Auditory,Yes,Yes,False,Low,Associate_Degree,Poor,85.37,B,No
S15824,18,14.0,6.05,57.1,43.13,64.58,9.4,110700.43,12.15,124.4,20.0,4.51,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,69.5,D,Yes
S15825,19,27.7,12.58,72.73,63.19,76.02,8.3,91515.96,15.07,107.2,8.2,3.99,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Excellent,83.0,B,No
S15826,23,34.6,7.85,78.8,79.96,88.02,7.2,83163.33,13.26,47.6,12.7,3.89,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.35,B+,No
S15827,20,39.4,18.01,87.8,74.23,92.44,6.6,99803.34,12.05,46.5,11.7,3.75,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,89.0,B+,No
S15828,22,28.8,12.96,85.54,73.7,90.92,8.0,145138.65,16.29,95.3,8.8,2.87,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,94.29,A,No
S15829,21,20.9,7.77,65.4,70.85,80.75,6.4,81818.82,18.34,74.6,10.0,4.03,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,83.18,B,No
S15830,23,23.9,13.93,82.55,72.5,90.86,7.3,126517.13,15.97,77.4,17.2,4.06,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.26,B+,No
S15831,20,26.0,7.83,77.65,71.93,89.68,9.2,111482.24,16.66,87.1,8.0,2.11,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,88.07,B+,No
S15832,24,30.3,11.47,82.55,75.1,85.02,6.1,97045.39,13.66,132.4,13.8,4.61,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,82.02,B-,Yes
S15833,21,16.9,13.74,58.37,58.76,59.77,5.9,87347.73,14.77,129.4,19.9,5.98,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Poor,68.32,D,Yes
S15834,23,9.4,10.88,80.19,53.51,77.75,9.1,156252.03,17.32,107.0,13.5,3.13,Male,Auditory,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,87.07,B+,No
S15835,19,28.8,12.38,79.51,68.39,84.81,8.2,83489.31,15.67,103.2,3.1,2.85,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,85.91,B,No
S15836,27,30.9,8.76,86.45,82.57,93.95,6.0,99463.79,13.0,101.4,20.5,2.74,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.12,B,No
S15837,22,13.5,5.41,68.83,55.86,72.05,9.3,108550.14,16.77,124.7,19.8,4.1,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,73.39,C,Yes
S15838,20,27.3,8.77,66.08,64.18,65.54,7.5,81486.57,14.64,61.8,10.9,4.56,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,83.52,B,No
S15839,22,18.9,6.11,61.95,66.46,71.04,6.0,73017.25,16.68,77.2,17.6,4.44,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,78.47,C+,Yes
S15840,21,29.3,12.63,83.55,78.94,101.83,7.5,152574.28,14.94,19.1,12.3,3.04,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,97.6,A,No
S15841,23,31.6,8.4,87.84,82.02,94.65,9.7,91297.88,18.39,80.7,7.5,1.42,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,89.31,B+,No
S15842,20,23.0,12.26,75.76,66.16,81.96,8.1,95645.31,15.43,72.9,12.0,3.47,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,82.83,B-,Yes
S15843,22,23.0,5.02,67.7,65.33,69.33,7.3,88447.6,14.26,123.4,12.4,4.94,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,75.47,C,Yes
S15844,21,34.1,9.6,78.33,76.38,91.81,7.5,112074.82,16.52,71.0,9.1,3.71,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.6,A-,No
S15845,23,21.3,6.4,73.07,69.48,75.78,7.0,100599.47,16.26,98.1,11.9,4.15,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,85.03,B,No
S15846,24,23.4,10.28,84.36,78.71,89.66,7.8,129218.91,18.69,99.6,4.5,4.08,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,92.82,A-,No
S15847,23,22.1,8.13,82.61,68.5,78.5,7.9,95528.42,18.32,106.9,15.2,4.15,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,81.74,B-,Yes
S15848,22,35.2,14.98,85.77,77.52,89.66,6.7,103141.35,14.27,95.3,12.4,3.85,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,88.79,B+,No
S15849,21,31.4,8.1,72.93,76.43,82.4,7.5,64888.06,16.35,86.8,11.1,3.8,Male,Visual,No,Yes,True,Medium,High_School_Diploma,Average,83.5,B,No
S15850,24,30.8,5.73,82.16,71.32,78.04,7.6,45237.73,15.05,113.4,11.6,4.04,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,81.72,B-,Yes
S15851,21,37.7,12.53,84.66,80.65,89.44,9.0,149851.63,16.91,59.9,5.5,2.46,Female,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,98.51,A,No
S15852,19,17.4,9.68,67.78,56.47,72.98,10.0,62804.62,16.27,63.2,10.7,2.83,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,77.66,C+,Yes
S15853,23,13.2,6.58,57.62,62.54,66.24,8.5,74016.52,16.8,73.3,16.6,2.97,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,76.71,C,Yes
S15854,20,35.0,8.33,79.14,76.98,84.53,8.4,77246.34,16.86,59.2,3.9,2.59,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,91.0,A-,No
S15855,21,17.9,9.53,63.79,64.5,74.55,7.2,87086.45,17.77,78.4,15.7,4.79,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,80.13,B-,Yes
S15856,23,29.9,11.0,77.62,73.2,86.97,7.0,105824.82,12.57,101.7,13.2,3.4,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,87.68,B+,No
S15857,21,13.6,12.59,62.97,58.53,63.66,8.8,52578.77,17.58,96.1,8.7,3.4,Male,Auditory,No,Yes,False,High,High_School_Diploma,Excellent,75.79,C,Yes
S15858,20,28.4,9.79,74.33,65.8,77.93,7.5,95048.55,13.17,116.3,12.8,3.79,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,80.91,B-,Yes
S15859,24,29.0,10.8,85.43,76.36,92.09,6.8,141784.7,14.51,126.8,15.4,3.6,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,88.47,B+,No
S15860,23,26.2,11.02,74.69,74.61,81.35,7.2,90031.11,16.82,110.2,6.7,4.39,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,86.61,B,No
S15861,25,19.3,1.73,80.24,68.14,75.68,7.9,86966.04,15.31,88.2,8.1,3.15,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,85.98,B,No
S15862,20,23.3,7.46,68.66,57.32,66.56,8.5,65760.35,13.14,101.1,12.6,3.78,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,76.07,C,Yes
S15863,22,5.0,2.04,61.29,62.51,77.01,9.4,80020.01,19.93,46.7,8.2,2.76,Female,Auditory,No,No,False,High,Some_College_No_Degree,Excellent,79.69,C+,Yes
S15864,19,27.2,9.95,69.61,68.24,87.12,6.7,84560.47,14.89,86.0,12.2,4.19,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,82.9,B-,Yes
S15865,23,24.8,9.51,78.52,80.58,92.1,8.3,117407.16,17.8,31.7,10.4,2.32,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,92.45,A-,No
S15866,24,20.6,8.25,75.13,71.71,79.23,7.8,80647.93,15.74,104.6,13.0,4.03,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,81.6,B-,Yes
S15867,22,34.3,12.17,79.2,82.53,80.92,7.6,86210.43,15.95,109.8,-0.0,3.48,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,89.41,B+,No
S15868,22,34.3,11.08,83.58,77.8,83.18,5.6,67297.24,15.97,80.3,8.4,4.58,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Poor,86.69,B,No
S15869,23,28.1,10.64,75.35,65.14,66.96,8.0,87960.01,15.12,119.9,11.1,4.08,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,83.46,B,No
S15870,22,25.5,8.58,73.13,65.55,71.73,7.9,56756.38,15.68,111.0,12.1,3.42,Male,Visual,No,Yes,False,Medium,High_School_Diploma,Average,79.11,C+,Yes
S15871,18,26.8,10.08,65.96,73.31,78.23,7.1,67545.41,19.33,51.9,13.0,4.24,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,79.93,C+,Yes
S15872,24,22.0,3.98,69.67,74.41,78.91,8.1,102399.92,14.06,89.4,19.4,3.39,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,82.6,B-,Yes
S15873,22,19.7,13.87,73.56,57.28,66.83,6.1,81201.8,14.32,118.6,10.4,4.14,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,79.67,C+,Yes
S15874,22,22.2,11.03,74.59,66.31,78.08,7.1,74043.19,16.86,94.8,17.6,3.75,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,78.95,C+,Yes
S15875,23,31.1,13.2,80.84,71.88,86.61,5.9,50917.08,11.26,71.0,9.8,4.85,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Poor,83.38,B,No
S15876,23,24.5,8.55,85.48,76.71,101.95,7.9,88754.94,16.23,33.6,14.5,2.26,Other,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,88.08,B+,No
S15877,22,17.0,3.86,65.72,63.34,72.18,8.4,75582.04,16.9,111.6,13.1,2.97,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,79.39,C+,Yes
S15878,21,29.6,14.38,78.09,75.67,87.58,7.4,153046.49,17.43,95.2,12.4,3.82,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,92.48,A-,No
S15879,24,31.4,7.76,81.74,78.03,86.34,8.0,104983.72,12.79,72.3,13.7,4.11,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.89,B+,No
S15880,24,33.5,13.71,97.09,84.42,101.28,5.9,59613.2,16.98,14.1,10.7,4.54,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Poor,91.78,A-,No
S15881,20,30.5,12.3,77.64,67.44,77.53,5.9,85099.5,13.57,56.4,11.5,4.21,Male,Visual,Yes,Yes,False,High,Some_College_No_Degree,Poor,84.76,B,No
S15882,24,23.5,10.84,81.67,79.28,91.32,8.3,92887.66,18.57,76.9,8.1,3.01,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,87.34,B+,No
S15883,28,18.0,0.74,80.5,84.85,88.82,6.0,146281.82,19.22,95.8,15.1,2.88,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,92.73,A-,No
S15884,24,21.1,6.54,82.28,72.52,91.29,7.2,131688.96,17.08,132.0,13.7,4.26,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,87.44,B+,No
S15885,23,27.5,9.25,77.23,81.5,87.72,8.4,116647.82,17.21,65.8,9.9,2.25,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,91.32,A-,No
S15886,21,20.1,10.41,74.04,67.11,80.13,8.2,104254.44,16.56,107.6,5.6,3.08,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,85.7,B,No
S15887,21,33.1,13.54,88.88,75.45,89.75,8.7,128154.52,17.78,65.1,9.1,2.96,Other,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,94.1,A,No
S15888,21,22.4,12.08,75.11,61.57,79.8,9.0,69725.23,13.27,107.5,10.0,2.89,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Excellent,78.38,C+,Yes
S15889,22,14.3,9.55,74.27,57.88,72.03,9.9,74139.59,16.22,77.0,14.2,3.13,Female,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Excellent,77.71,C+,Yes
S15890,22,26.4,11.53,69.74,66.5,62.72,8.4,59026.83,14.24,98.0,14.4,3.86,Female,Visual,No,Yes,False,High,High_School_Diploma,Excellent,77.32,C+,Yes
S15891,19,29.8,7.97,79.05,64.05,83.25,8.7,69854.03,13.26,110.1,13.2,2.14,Female,Visual,Yes,Yes,True,Low,High_School_Diploma,Excellent,78.65,C+,Yes
S15892,20,15.2,6.43,66.42,55.65,69.53,8.0,102313.56,16.96,118.4,14.1,4.24,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,79.51,C+,Yes
S15893,23,33.4,11.17,87.98,82.33,93.37,7.7,140608.71,15.82,65.0,10.9,2.64,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,95.68,A,No
S15894,24,16.5,6.99,72.65,72.39,77.99,9.1,125709.29,17.81,107.3,8.8,3.24,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,87.87,B+,No
S15895,21,31.9,7.5,73.08,79.51,83.64,8.9,144450.39,16.03,119.5,11.8,2.92,Female,Visual,No,Yes,True,Medium,Bachelors_Degree,Excellent,89.84,B+,No
S15896,23,12.2,3.19,58.93,66.07,71.92,7.1,129893.86,18.32,109.4,15.1,4.23,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,82.1,B-,Yes
S15897,21,47.3,15.97,88.31,88.69,95.68,6.0,121944.67,14.67,57.0,6.2,3.43,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,98.05,A,No
S15898,25,35.7,20.0,90.83,92.11,88.94,5.3,175432.44,20.52,92.4,8.8,4.09,Female,Kinesthetic,Yes,Yes,True,Low,Masters_Degree,Poor,101.97,A,No
S15899,21,15.0,2.08,64.23,57.67,64.85,8.5,60453.36,13.88,133.0,12.8,3.91,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Excellent,67.7,D,Yes
S15900,23,17.8,6.89,67.42,62.4,67.8,6.9,106464.12,14.74,109.5,21.0,4.28,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,79.01,C+,Yes
S15901,23,31.3,16.32,89.63,75.75,88.02,6.1,81123.9,15.12,68.9,12.5,3.86,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,87.15,B+,No
S15902,24,44.0,12.63,95.48,86.47,96.86,7.6,100362.97,12.48,91.6,9.4,4.28,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.36,A,No
S15903,23,36.1,10.03,88.38,94.58,101.32,7.2,130632.29,21.26,10.6,10.3,2.01,Female,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Average,99.87,A,No
S15904,23,30.8,10.33,79.33,89.22,98.77,7.8,157528.91,18.67,70.5,8.4,3.67,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,98.26,A,No
S15905,22,12.3,12.78,65.49,63.43,73.92,6.5,110600.66,18.05,73.4,18.7,4.23,Female,Auditory,No,Yes,False,High,Associate_Degree,Average,79.99,C+,Yes
S15906,19,30.5,16.43,76.37,74.19,87.01,6.5,108992.6,18.42,52.9,5.8,3.49,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,90.9,A-,No
S15907,24,10.2,8.78,71.28,66.41,81.12,7.2,125743.69,19.83,120.8,10.5,4.64,Female,Auditory,No,Yes,False,Medium,Associate_Degree,Average,83.18,B,No
S15908,19,25.1,11.85,65.04,75.23,91.09,6.8,78942.11,16.61,44.9,9.5,3.11,Other,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,85.73,B,No
S15909,21,32.3,11.61,79.36,74.93,87.61,7.2,121212.02,14.74,71.3,13.8,3.8,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.88,B+,No
S15910,24,17.9,5.74,74.36,69.84,78.31,8.0,90648.94,15.9,79.0,11.8,3.96,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,83.73,B,No
S15911,23,22.2,10.53,74.82,70.98,79.58,8.1,170399.82,15.94,109.8,16.8,3.14,Male,Reading/Writing,No,Yes,False,Medium,Masters_Degree,Excellent,89.26,B+,No
S15912,25,42.0,9.14,88.94,91.58,98.08,6.4,78955.47,13.04,46.8,8.0,2.27,Female,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,94.87,A,No
S15913,19,25.1,14.49,76.35,68.32,87.55,8.9,94696.93,18.14,43.6,6.2,2.82,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,86.62,B,No
S15914,23,19.0,9.12,72.04,69.84,79.4,7.3,87440.61,17.45,66.9,13.3,4.21,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,83.09,B,No
S15915,24,22.0,15.92,82.11,78.66,91.4,7.4,177235.81,16.47,54.1,7.7,3.1,Male,Reading/Writing,Yes,Yes,False,Medium,Masters_Degree,Average,99.17,A,No
S15916,20,26.3,11.34,63.68,70.62,74.76,7.3,63714.7,15.54,59.3,8.8,4.0,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,82.1,B-,Yes
S15917,20,8.7,9.95,62.18,45.49,66.1,7.3,77049.41,15.49,94.2,11.8,4.37,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,76.45,C,Yes
S15918,20,32.6,17.75,83.78,70.84,85.93,5.6,58445.83,14.45,50.3,12.0,4.02,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Poor,84.05,B,No
S15919,22,34.4,10.21,79.64,72.35,80.87,5.7,45145.57,11.58,102.1,9.4,4.59,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Poor,80.5,B-,Yes
S15920,24,20.1,10.55,71.23,71.88,75.08,6.7,92976.99,15.51,92.6,22.0,4.03,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,78.42,C+,Yes
S15921,21,21.3,10.38,71.27,61.84,81.52,7.3,137701.4,14.5,104.4,14.7,3.75,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,86.67,B,No
S15922,21,26.1,13.95,80.51,69.47,86.27,7.5,80233.71,14.24,58.4,5.4,3.73,Other,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,87.28,B+,No
S15923,22,13.9,9.11,64.15,57.77,67.03,7.1,144480.04,14.13,130.7,19.2,5.14,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Average,74.9,C,Yes
S15924,23,18.7,10.81,78.24,67.96,85.73,7.5,98178.03,18.09,64.9,13.1,3.74,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.38,B,No
S15925,19,25.4,8.73,68.3,66.63,82.83,7.9,79643.29,14.94,86.4,13.4,4.17,Male,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,80.38,B-,Yes
S15926,22,19.1,4.71,61.22,63.57,65.89,7.5,120120.02,16.62,126.4,11.0,4.51,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,78.38,C+,Yes
S15927,22,21.5,7.95,65.19,68.03,66.44,7.7,118649.6,15.6,141.0,15.1,5.28,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,75.74,C,Yes
S15928,19,34.5,9.36,68.52,76.61,78.57,8.6,63439.64,16.42,62.4,5.7,3.25,Other,Visual,No,Yes,False,High,High_School_Diploma,Excellent,85.2,B,No
S15929,22,25.9,9.48,78.74,74.97,95.45,7.7,141664.33,14.89,93.5,13.1,2.64,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,90.79,A-,No
S15930,23,25.6,2.64,70.7,79.61,85.03,7.3,47516.38,17.26,77.1,15.1,3.98,Female,Visual,No,Yes,True,Medium,High_School_Diploma,Average,80.69,B-,Yes
S15931,19,23.0,7.15,73.46,66.17,80.23,8.1,134863.82,15.52,71.1,6.5,2.68,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Excellent,89.94,B+,No
S15932,22,30.3,10.04,81.72,81.46,93.03,7.5,122204.28,15.77,63.3,9.2,4.06,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,91.45,A-,No
S15933,20,43.3,14.39,87.34,79.01,87.78,6.8,47413.19,16.36,112.1,5.4,4.4,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,86.75,B,No
S15934,23,20.3,12.19,72.75,71.49,80.99,6.5,137788.47,18.57,91.1,15.6,4.16,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,87.56,B+,No
S15935,22,32.8,8.87,84.05,77.41,94.02,7.5,97551.62,13.4,59.5,12.8,3.64,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.35,B+,No
S15936,22,7.4,11.09,60.47,51.63,60.84,8.3,87413.6,17.07,91.3,18.7,3.44,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,74.26,C,Yes
S15937,21,24.2,11.53,85.97,73.73,100.01,6.9,84097.31,20.7,57.4,6.3,2.64,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,89.68,B+,No
S15938,23,19.6,11.3,68.55,77.32,71.65,8.3,142013.14,20.45,91.5,5.4,4.05,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,91.21,A-,No
S15939,26,25.4,11.57,90.56,81.98,93.87,6.8,173946.44,17.35,97.0,12.8,2.96,Female,Visual,Yes,Yes,True,Low,Masters_Degree,Average,96.79,A,No
S15940,21,36.6,10.64,83.86,74.77,86.35,7.2,71120.23,11.62,85.1,9.6,4.14,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,83.44,B,No
S15941,19,26.7,15.64,79.96,69.28,88.27,8.4,156435.55,17.84,91.8,3.6,2.73,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,95.39,A,No
S15942,19,26.6,7.72,73.48,67.14,80.91,7.4,61844.64,17.67,35.3,10.5,3.61,Female,Visual,No,No,True,Medium,High_School_Diploma,Average,84.1,B,No
S15943,23,24.9,11.13,83.91,73.99,89.19,7.9,165771.81,16.96,120.7,8.9,4.58,Male,Reading/Writing,Yes,Yes,False,Medium,Masters_Degree,Average,91.89,A-,No
S15944,22,31.9,14.13,73.51,74.8,77.69,6.4,77068.47,13.27,71.4,12.6,4.48,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,84.77,B,No
S15945,23,8.7,10.07,62.08,60.61,61.37,8.6,137703.37,19.38,150.2,10.2,4.0,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,76.69,C,Yes
S15946,23,38.0,6.68,84.09,91.51,99.16,7.3,115647.69,15.8,65.3,9.4,3.79,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,95.2,A,No
S15947,20,15.0,10.6,57.11,47.99,60.19,6.9,93123.03,12.97,125.6,16.4,5.18,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,68.94,D,Yes
S15948,22,14.1,9.9,73.25,64.76,78.86,9.3,136484.55,18.21,62.5,8.5,3.09,Male,Auditory,No,Yes,False,Medium,Bachelors_Degree,Excellent,88.95,B+,No
S15949,23,27.5,8.82,75.92,64.28,68.84,7.1,60937.2,13.83,108.4,18.0,3.92,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,77.5,C+,Yes
S15950,21,25.4,13.22,82.21,66.61,83.69,7.3,101611.25,14.58,136.9,13.0,4.59,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,80.65,B-,Yes
S15951,24,38.2,11.9,94.8,90.39,101.14,6.4,115339.05,18.01,75.7,12.4,3.28,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,93.86,A,No
S15952,21,28.4,11.28,79.12,68.76,79.14,7.4,90082.07,13.84,44.0,12.2,3.58,Female,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.67,B,No
S15953,23,33.2,10.24,82.26,86.18,92.87,5.8,108016.94,16.63,59.5,11.0,4.8,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Poor,93.13,A,No
S15954,21,24.6,7.65,73.98,73.66,84.74,7.8,70704.93,19.03,81.8,11.5,3.75,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.9,B-,Yes
S15955,24,23.1,5.6,65.66,61.59,58.73,7.3,74131.21,11.41,178.0,16.1,5.19,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,67.86,D,Yes
S15956,24,20.1,6.61,76.7,77.44,93.34,8.0,169944.37,18.48,126.0,11.2,4.48,Female,Reading/Writing,Yes,Yes,False,Medium,Masters_Degree,Average,90.4,A-,No
S15957,22,26.8,8.99,80.02,68.48,81.34,8.0,105769.81,16.93,142.8,11.2,3.42,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,83.95,B,No
S15958,21,35.1,15.17,76.65,72.3,83.69,5.8,121090.11,12.03,87.6,14.6,4.72,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Poor,87.86,B+,No
S15959,23,15.2,7.19,63.0,71.2,75.7,7.6,153209.92,20.04,88.9,6.2,4.31,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,92.07,A-,No
S15960,27,21.3,7.06,86.08,75.04,88.45,7.5,98986.94,14.22,77.6,17.6,2.98,Male,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,84.84,B,No
S15961,20,12.2,3.61,57.69,57.49,60.48,9.8,123844.15,19.18,128.0,7.9,3.99,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,75.18,C,Yes
S15962,22,35.3,14.5,88.81,88.08,101.52,6.4,135709.51,17.41,31.8,9.2,4.08,Female,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Average,98.57,A,No
S15963,22,24.4,8.43,84.71,57.15,83.82,7.6,52746.45,12.71,114.8,13.3,4.21,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,79.95,C+,Yes
S15964,21,32.9,12.74,80.65,82.25,89.12,7.7,122614.28,17.42,70.3,7.0,3.87,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.69,A-,No
